Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
2018/2019,NM,Track and Field -- Indoor,0,0,0,0
2018/2019,NM,Track and Field -- Outdoor,159,159,4062,3393
2018/2019,NM,Trap Shooting,0,0,0,0
2018/2019,NM,Ultimate Frisbee,0,0,0,0
2018/2019,NM,Unified Flag Football,0,0,0,0
2018/2019,NM,Unified Track and Field -- Outdoor,0,0,0,0
2018/2019,NM,Volleyball,0,158,15,3904
2018/2019,NM,Water Polo,0,0,0,0
2018/2019,NM,Weight Lifting,0,0,0,0
2018/2019,NM,Wrestling,64,64,1629,154
2018/2019,NY,Adapted Basketball,0,0,0,0
2018/2019,NY,Adapted Bocce - Indoor,0,0,0,0
2018/2019,NY,Adapted Bowling,0,0,0,0
2018/2019,NY,Adapted Floor Hockey,0,0,0,0
2018/2019,NY,Adapted Football,0,0,0,0
2018/2019,NY,Adapted Soccer,0,0,0,0
2018/2019,NY,Adapted Softball,0,0,0,0
2018/2019,NY,Adapted Track,0,0,0,0
2018/2019,NY,Adapted Volleyball,0,0,0,0
2018/2019,NY,Adaptive Corn Toss,0,0,0,0
2018/2019,NY,Adaptive Golf,0,0,0,0
2018/2019,NY,Adaptive Handball,0,0,0,0
2018/2019,NY,Adaptive Strength Training,0,0,0,0
2018/2019,NY,Adaptive Tennis,0,0,0,0
2018/2019,NY,Air Riflery,0,0,0,0
2018/2019,NY,Archery,0,0,0,0
2018/2019,NY,Badminton,30,51,567,1555
2018/2019,NY,Baseball,686,0,18587,11
2018/2019,NY,Basketball,745,712,19772,15500
2018/2019,NY,Bass Fishing,0,0,0,0
2018/2019,NY,Beach Volleyball,0,0,0,0
2018/2019,NY,Bocce - Outdoor,0,0,0,0
2018/2019,NY,Bowling,387,323,4106,3223
2018/2019,NY,Canoe Paddling,0,0,0,0
2018/2019,NY,Competitive Spirit* (Boys who cheer/Girls who cheer),0,618,144,14194
2018/2019,NY,Crew,0,0,0,0
2018/2019,NY,Cross Country,583,559,9927,7627
2018/2019,NY,Cycling,0,0,0,0
2018/2019,NY,Dance,0,0,0,0
2018/2019,NY,Dance/Drill,0,0,0,0
2018/2019,NY,"Dance Team, High Kick",0,0,0,0
2018/2019,NY,"Dance Team, Jazz",0,0,0,0
2018/2019,NY,Decathlon,0,0,0,0
2018/2019,NY,Drill Team,0,0,0,0
2018/2019,NY,Equestrian,0,0,0,0
2018/2019,NY,Fencing,31,32,568,585
2018/2019,NY,Field Hockey,0,222,0,6992
2018/2019,NY,Figure Skating,0,0,0,0
2018/2019,NY,Flag Football,0,0,0,0
2018/2019,NY,Football -- 11-Player,502,0,27652,98
2018/2019,NY,Football -- 6-player,0,0,0,0
2018/2019,NY,Football -- 8-player,31,0,685,7
2018/2019,NY,Football -- 9-player,0,0,0,0
2018/2019,NY,Golf,543,191,6583,2457
2018/2019,NY,Gymnastics,0,103,42,1346
2018/2019,NY,Heptathlon,0,0,0,0
2018/2019,NY,Ice Hockey,151,33,3010,564
2018/2019,NY,Judo,0,0,0,0
2018/2019,NY,Kayaking,0,0,0,0
2018/2019,NY,Lacrosse,334,314,14172,11964
2018/2019,NY,Martial Arts,0,0,0,0
2018/2019,NY,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,NY,Mt. Biking,0,0,0,0
2018/2019,NY,Native Youth Olympics,0,0,0,0
2018/2019,NY,Riflery,20,9,250,128
2018/2019,NY,Rock Climbing,0,0,0,0
2018/2019,NY,Rodeo,0,0,0,0
2018/2019,NY,Roller Hockey,0,0,0,0
2018/2019,NY,Rugby,0,0,0,0
2018/2019,NY,Rythmic Gymnastics,0,0,0,0
2018/2019,NY,Sailing,0,0,0,0
2018/2019,NY,Sand Volleyball,0,0,0,0
2018/2019,NY,Skiing -- Alpine,86,82,710,631
2018/2019,NY,Skiing -- Cross Country,28,26,305,304
2018/2019,NY,Snowboarding,0,0,0,0
2018/2019,NY,Soccer,674,675,22891,21081
2018/2019,NY,Softball -- Fast Pitch,0,680,0,15747
2018/2019,NY,Softball -- Slow Pitch,0,0,0,0
2018/2019,NY,Soft Tennis,0,0,0,0
2018/2019,NY,Squash,0,0,0,0
2018/2019,NY,Surfing,0,0,0,0
2018/2019,NY,Swimming & Diving,312,327,5813,7188
2018/2019,NY,Synchronized Swimming,0,0,0,0
2018/2019,NY,Team Tennis,0,0,0,0
2018/2019,NY,Tennis,475,415,8536,8788
2018/2019,NY,Track and Field -- Indoor,476,467,14032,13756
2018/2019,NY,Track and Field -- Outdoor,638,635,23984,22514
2018/2019,NY,Trap Shooting,0,0,0,0
2018/2019,NY,Ultimate Frisbee,0,0,0,0
2018/2019,NY,Unified Basketball,0,0,0,0
2018/2019,NY,Unified Flag Football,0,0,0,0
2018/2019,NY,Unified Track and Field -- Outdoor,0,0,0,0
2018/2019,NY,Volleyball,165,620,3985,15333
2018/2019,NY,Water Polo,0,0,0,0
2018/2019,NY,Weight Lifting,0,0,0,0
2018/2019,NY,Wrestling,449,0,11184,168
2018/2019,NC,Adapted Basketball,0,0,0,0
2018/2019,NC,Adapted Bocce - Indoor,0,0,0,0
2018/2019,NC,Adapted Bowling,0,0,0,0
2018/2019,NC,Adapted Floor Hockey,0,0,0,0
2018/2019,NC,Adapted Football,0,0,0,0
2018/2019,NC,Adapted Soccer,0,0,0,0
2018/2019,NC,Adapted Softball,0,0,0,0
2018/2019,NC,Adapted Track,0,0,0,0
2018/2019,NC,Adapted Volleyball,0,0,0,0
2018/2019,NC,Adaptive Corn Toss,0,0,0,0
2018/2019,NC,Adaptive Golf,0,0,0,0
2018/2019,NC,Adaptive Handball,0,0,0,0
2018/2019,NC,Adaptive Strength Training,0,0,0,0
2018/2019,NC,Adaptive Tennis,0,0,0,0
2018/2019,NC,Air Riflery,0,0,0,0
2018/2019,NC,Archery,0,0,0,0
2018/2019,NC,Badminton,0,0,0,0
2018/2019,NC,Baseball,408,0,10816,0
2018/2019,NC,Basketball,416,412,11152,7649
2018/2019,NC,Bass Fishing,0,0,0,0
2018/2019,NC,Beach Volleyball,0,0,0,0
2018/2019,NC,Bocce - Outdoor,0,0,0,0
2018/2019,NC,Bowling,0,0,0,0
2018/2019,NC,Canoe Paddling,0,0,0,0
2018/2019,NC,Competitive Spirit* (Boys who cheer/Girls who cheer),0,405,0,19360
2018/2019,NC,Crew,0,0,0,0
2018/2019,NC,Cross Country,390,383,6268,5063
2018/2019,NC,Cycling,0,0,0,0
2018/2019,NC,Dance,0,0,0,0
2018/2019,NC,Dance/Drill,0,0,0,0
2018/2019,NC,"Dance Team, High Kick",0,0,0,0
2018/2019,NC,"Dance Team, Jazz",0,0,0,0
2018/2019,NC,Decathlon,0,0,0,0
2018/2019,NC,Drill Team,0,0,0,0
2018/2019,NC,Equestrian,0,0,0,0
2018/2019,NC,Fencing,0,0,0,0
2018/2019,NC,Field Hockey,0,0,0,0
2018/2019,NC,Figure Skating,0,0,0,0
2018/2019,NC,Flag Football,0,0,0,0
2018/2019,NC,Football -- 11-Player,377,0,26969,0
2018/2019,NC,Football -- 6-player,0,0,0,0
2018/2019,NC,Football -- 8-player,0,0,0,0
2018/2019,NC,Football -- 9-player,0,0,0,0
2018/2019,NC,Golf,361,252,2828,1405
2018/2019,NC,Gymnastics,0,0,0,0
2018/2019,NC,Heptathlon,0,0,0,0
2018/2019,NC,Ice Hockey,0,0,0,0
2018/2019,NC,Judo,0,0,0,0
2018/2019,NC,Kayaking,0,0,0,0
2018/2019,NC,Lacrosse,110,83,4019,2533
2018/2019,NC,Martial Arts,0,0,0,0
2018/2019,NC,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,NC,Mt. Biking,0,0,0,0
2018/2019,NC,Native Youth Olympics,0,0,0,0
2018/2019,NC,Riflery,0,0,0,0
2018/2019,NC,Rock Climbing,0,0,0,0
2018/2019,NC,Rodeo,0,0,0,0
2018/2019,NC,Roller Hockey,0,0,0,0
2018/2019,NC,Rugby,0,0,0,0
2018/2019,NC,Rythmic Gymnastics,0,0,0,0
2018/2019,NC,Sailing,0,0,0,0
2018/2019,NC,Sand Volleyball,0,0,0,0
2018/2019,NC,Skiing -- Alpine,0,0,0,0
2018/2019,NC,Skiing -- Cross Country,0,0,0,0
2018/2019,NC,Snowboarding,0,0,0,0
2018/2019,NC,Soccer,390,380,12417,10206
2018/2019,NC,Softball -- Fast Pitch,0,397,0,7491
2018/2019,NC,Softball -- Slow Pitch,0,0,0,0
2018/2019,NC,Soft Tennis,0,0,0,0
2018/2019,NC,Squash,0,0,0,0
2018/2019,NC,Surfing,0,0,0,0
2018/2019,NC,Swimming & Diving,302,307,3990,5087
2018/2019,NC,Synchronized Swimming,0,0,0,0
2018/2019,NC,Team Tennis,0,0,0,0
2018/2019,NC,Tennis,320,341,3938,4251
2018/2019,NC,Track and Field -- Indoor,279,280,6207,4958
2018/2019,NC,Track and Field -- Outdoor,402,401,14353,10096
2018/2019,NC,Trap Shooting,0,0,0,0
2018/2019,NC,Ultimate Frisbee,0,0,0,0
2018/2019,NC,Unified Basketball,0,0,0,0
2018/2019,NC,Unified Flag Football,0,0,0,0
2018/2019,NC,Unified Track and Field -- Outdoor,0,0,0,0
2018/2019,NC,Volleyball,0,415,0,9442
2018/2019,NC,Water Polo,0,0,0,0
2018/2019,NC,Weight Lifting,0,0,0,0
2018/2019,NC,Wrestling,337,0,7754,0
2018/2019,ND,Adapted Basketball,0,0,0,0
2018/2019,ND,Adapted Bocce - Indoor,0,0,0,0
2018/2019,ND,Adapted Bowling,0,0,0,0
2018/2019,ND,Adapted Floor Hockey,0,0,0,0
2018/2019,ND,Adapted Soccer,0,0,0,0
2018/2019,ND,Adapted Softball,0,0,0,0
2018/2019,ND,Adapted Track,0,0,0,0
2018/2019,ND,Adapted Volleyball,0,0,0,0
2018/2019,ND,Adaptive Corn Toss,0,0,0,0
2018/2019,ND,Adaptive Golf,0,0,0,0
2018/2019,ND,Adaptive Handball,0,0,0,0
2018/2019,ND,Adaptive Strength Training,0,0,0,0
2018/2019,ND,Adaptive Tennis,0,0,0,0
2018/2019,ND,Air Riflery,0,0,0,0
2018/2019,ND,Archery,0,0,0,0
2018/2019,ND,Badminton,0,0,0,0
2018/2019,ND,Baseball,113,2,1601,2
2018/2019,ND,Basketball,161,157,2914,2152
2018/2019,ND,Bass Fishing,0,0,0,0
2018/2019,ND,Beach Volleyball,0,0,0,0
2018/2019,ND,Bocce - Outdoor,0,0,0,0
2018/2019,ND,Bowling,0,0,0,0
2018/2019,ND,Canoe Paddling,0,0,0,0
2018/2019,ND,Competitive Spirit* (Boys who cheer/Girls who cheer),0,0,0,0
2018/2019,ND,Crew,0,0,0,0
2018/2019,ND,Cross Country,105,101,774,589
2018/2019,ND,Cycling,0,0,0,0
2018/2019,ND,Dance,0,0,0,0
2018/2019,ND,Dance/Drill,0,0,0,0
2018/2019,ND,"Dance Team, High Kick",0,0,0,0
2018/2019,ND,"Dance Team, Jazz",0,0,0,0
2018/2019,ND,Decathlon,0,0,0,0
2018/2019,ND,Drill Team,0,0,0,0
2018/2019,ND,Equestrian,0,0,0,0
2018/2019,ND,Fencing,0,0,0,0
2018/2019,ND,Field Hockey,0,0,0,0
2018/2019,ND,Figure Skating,0,0,0,0
2018/2019,ND,Flag Football,0,0,0,0
2018/2019,ND,Football -- 11-Player,82,8,2903,15
2018/2019,ND,Football -- 6-player,0,0,0,0
2018/2019,ND,Football -- 8-player,0,0,0,0
2018/2019,ND,Football -- 9-player,69,3,1149,11
2018/2019,ND,Golf,122,116,895,476
2018/2019,ND,Gymnastics,0,18,0,104
2018/2019,ND,Heptathlon,0,0,0,0
2018/2019,ND,Ice Hockey,38,27,616,245
2018/2019,ND,Judo,0,0,0,0
2018/2019,ND,Kayaking,0,0,0,0
2018/2019,ND,Lacrosse,0,0,0,0
2018/2019,ND,Martial Arts,0,0,0,0
2018/2019,ND,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,ND,Mt. Biking,0,0,0,0
2018/2019,ND,Native Youth Olympics,0,0,0,0
2018/2019,ND,Riflery,0,0,0,0
2018/2019,ND,Rock Climbing,0,0,0,0
2018/2019,ND,Rodeo,0,0,0,0
2018/2019,ND,Roller Hockey,0,0,0,0
2018/2019,ND,Rugby,0,0,0,0
2018/2019,ND,Rythmic Gymnastics,0,0,0,0
2018/2019,ND,Sailing,0,0,0,0
2018/2019,ND,Sand Volleyball,0,0,0,0
2018/2019,ND,Skiing -- Alpine,0,0,0,0
2018/2019,ND,Skiing -- Cross Country,0,0,0,0
2018/2019,ND,Snowboarding,0,0,0,0
2018/2019,ND,Soccer,18,20,662,650
2018/2019,ND,Softball -- Fast Pitch,0,80,0,1091
2018/2019,ND,Softball -- Slow Pitch,0,0,0,0
2018/2019,ND,Soft Tennis,0,0,0,0
2018/2019,ND,Squash,0,0,0,0
2018/2019,ND,Surfing,0,0,0,0
2018/2019,ND,Swimming & Diving,25,26,297,387
2018/2019,ND,Synchronized Swimming,0,0,0,0
2018/2019,ND,Team Tennis,0,0,0,0
2018/2019,ND,Tennis,21,22,303,515
2018/2019,ND,Track and Field -- Indoor,0,0,0,0
2018/2019,ND,Track and Field -- Outdoor,154,149,2562,2194
2018/2019,ND,Trap Shooting,0,0,0,0
2018/2019,ND,Ultimate Frisbee,0,0,0,0
2018/2019,ND,Unified Flag Football,0,0,0,0
2018/2019,ND,Unified Track and Field -- Outdoor,0,0,0,0
2018/2019,ND,Volleyball,0,154,0,3189
2018/2019,ND,Water Polo,0,0,0,0
2018/2019,ND,Weight Lifting,0,0,0,0
2018/2019,ND,Wrestling,94,18,889,27
2018/2019,OH,Adapted Basketball,0,0,0,0
2018/2019,OH,Adapted Bocce - Indoor,0,0,0,0
2018/2019,OH,Adapted Bowling,2,2,8,8
2018/2019,OH,Adapted Floor Hockey,0,0,0,0
2018/2019,OH,Adapted Football,0,0,0,0
2018/2019,OH,Adapted Soccer,0,0,47,47
2018/2019,OH,Adapted Softball,0,0,96,172
2018/2019,OH,Adapted Track,0,0,0,0
2018/2019,OH,Adapted Volleyball,0,0,0,0
2018/2019,OH,Adaptive Corn Toss,0,0,0,0
2018/2019,OH,Adaptive Golf,0,0,0,0
2018/2019,OH,Adaptive Handball,0,0,0,0
2018/2019,OH,Adaptive Strength Training,0,0,0,0
2018/2019,OH,Adaptive Tennis,0,0,0,0
2018/2019,OH,Air Riflery,0,0,0,0
2018/2019,OH,Archery,30,30,393,345
2018/2019,OH,Badminton,0,0,0,0
2018/2019,OH,Baseball,776,0,22498,0
2018/2019,OH,Basketball,791,791,22787,14878
2018/2019,OH,Bass Fishing,0,0,0,0
2018/2019,OH,Beach Volleyball,0,0,0,0
2018/2019,OH,Bocce - Outdoor,0,0,0,0
2018/2019,OH,Bowling,435,418,5545,4151
2018/2019,OH,Canoe Paddling,0,0,0,0
2018/2019,OH,Competitive Spirit* (Boys who cheer/Girls who cheer),0,297,628,5380
2018/2019,OH,Crew,13,13,378,378
2018/2019,OH,Cross Country,738,734,12912,10666
2018/2019,OH,Cycling,0,0,0,0
2018/2019,OH,Dance,0,133,0,2113
2018/2019,OH,Dance/Drill,0,0,0,0
2018/2019,OH,"Dance Team, High Kick",0,0,0,0
2018/2019,OH,"Dance Team, Jazz",0,0,0,0
2018/2019,OH,Decathlon,0,0,0,0
2018/2019,OH,Drill Team,0,0,0,0
2018/2019,OH,Equestrian,3,3,26,26
2018/2019,OH,Fencing,3,3,29,29
2018/2019,OH,Field Hockey,0,40,0,1389
2018/2019,OH,Figure Skating,0,0,0,0
2018/2019,OH,Flag Football,0,0,365,1
2018/2019,OH,Football -- 11-Player,718,0,39794,45
2018/2019,OH,Football -- 6-player,0,0,0,0
2018/2019,OH,Football -- 8-player,0,0,108,0
2018/2019,OH,Football -- 9-player,0,0,174,0
2018/2019,OH,Golf,690,537,7496,3821
2018/2019,OH,Gymnastics,0,167,15,1795
2018/2019,OH,Heptathlon,0,0,0,0
2018/2019,OH,Ice Hockey,81,0,1902,64
2018/2019,OH,Judo,0,0,0,0
2018/2019,OH,Kayaking,0,0,0,0
2018/2019,OH,Lacrosse,148,136,6695,4287
2018/2019,OH,Martial Arts,0,0,0,0
2018/2019,OH,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,OH,Mt. Biking,0,0,0,0
2018/2019,OH,Native Youth Olympics,0,0,0,0
2018/2019,OH,Riflery,3,3,9,9
2018/2019,OH,Rock Climbing,0,0,0,0
2018/2019,OH,Rodeo,0,0,0,0
2018/2019,OH,Roller Hockey,0,0,0,0
2018/2019,OH,Rugby,0,0,0,0
2018/2019,OH,Rythmic Gymnastics,0,0,0,0
2018/2019,OH,Sailing,0,0,0,0
2018/2019,OH,Sand Volleyball,0,0,0,0
2018/2019,OH,Skiing -- Alpine,2,2,29,29
2018/2019,OH,Skiing -- Cross Country,1,1,4,4
2018/2019,OH,Snowboarding,2,2,20,20
2018/2019,OH,Soccer,581,549,17255,16578
2018/2019,OH,Softball -- Fast Pitch,0,763,0,16994
2018/2019,OH,Softball -- Slow Pitch,0,0,0,0
2018/2019,OH,Soft Tennis,0,0,0,0
2018/2019,OH,Squash,0,0,0,0
2018/2019,OH,Surfing,0,0,0,0
2018/2019,OH,Swimming & Diving,428,444,5289,6688
2018/2019,OH,Synchronized Swimming,0,0,0,0
2018/2019,OH,Team Tennis,0,0,282,0
2018/2019,OH,Tennis,413,404,5972,6659
2018/2019,OH,Track and Field -- Indoor,211,211,3164,3222
2018/2019,OH,Track and Field -- Outdoor,786,786,27689,24011
2018/2019,OH,Trap Shooting,0,0,0,0
2018/2019,OH,Ultimate Frisbee,7,7,91,91
2018/2019,OH,Unified Basketball,0,0,0,0
2018/2019,OH,Unified Flag Football,0,0,0,0
2018/2019,OH,Unified Track and Field -- Outdoor,0,0,0,0
2018/2019,OH,Volleyball,126,787,3231,16754
2018/2019,OH,Water Polo,0,0,207,354
2018/2019,OH,Weight Lifting,41,41,1633,1066
2018/2019,OH,Wrestling,619,0,10313,0
2018/2019,OK,Adapted Basketball,0,0,0,0
2018/2019,OK,Adapted Bocce - Indoor,0,0,0,0
2018/2019,OK,Adapted Bowling,0,0,0,0
2018/2019,OK,Adapted Floor Hockey,0,0,0,0
2018/2019,OK,Adapted Soccer,0,0,0,0
2018/2019,OK,Adapted Softball,0,0,0,0
2018/2019,OK,Adapted Track,0,0,0,0
2018/2019,OK,Adapted Volleyball,0,0,0,0
2018/2019,OK,Adaptive Corn Toss,0,0,0,0
2018/2019,OK,Adaptive Golf,0,0,0,0
2018/2019,OK,Adaptive Handball,0,0,0,0
2018/2019,OK,Adaptive Strength Training,0,0,0,0
2018/2019,OK,Adaptive Tennis,0,0,0,0
2018/2019,OK,Air Riflery,0,0,0,0
2018/2019,OK,Archery,0,0,0,0
2018/2019,OK,Badminton,0,0,0,0
2018/2019,OK,Baseball,416,6,8361,11
2018/2019,OK,Basketball,472,471,9346,7079
2018/2019,OK,Bass Fishing,0,0,0,0
2018/2019,OK,Beach Volleyball,0,0,0,0
2018/2019,OK,Bocce - Outdoor,0,0,0,0
2018/2019,OK,Bowling,0,0,0,0
2018/2019,OK,Canoe Paddling,0,0,0,0
2018/2019,OK,Competitive Spirit* (Boys who cheer/Girls who cheer),58,121,125,2662
2018/2019,OK,Crew,0,0,0,0
2018/2019,OK,Cross Country,296,292,3406,2906
2018/2019,OK,Cycling,0,0,0,0
2018/2019,OK,Dance,0,0,0,0
2018/2019,OK,Dance/Drill,0,0,0,0
2018/2019,OK,"Dance Team, High Kick",0,0,0,0
2018/2019,OK,"Dance Team, Jazz",0,0,0,0
2018/2019,OK,Decathlon,0,0,0,0
2018/2019,OK,Drill Team,0,0,0,0
2018/2019,OK,Equestrian,0,0,0,0
2018/2019,OK,Fencing,0,0,0,0
2018/2019,OK,Field Hockey,0,0,0,0
2018/2019,OK,Figure Skating,0,0,0,0
2018/2019,OK,Flag Football,0,0,0,0
2018/2019,OK,Football -- 11-Player,257,2,13132,2
2018/2019,OK,Football -- 6-player,0,0,0,0
2018/2019,OK,Football -- 8-player,79,3,1656,3
2018/2019,OK,Football -- 9-player,0,0,0,0
2018/2019,OK,Golf,218,191,1730,1197
2018/2019,OK,Gymnastics,0,0,0,0
2018/2019,OK,Heptathlon,0,0,0,0
2018/2019,OK,Ice Hockey,0,0,0,0
2018/2019,OK,Judo,0,0,0,0
2018/2019,OK,Kayaking,0,0,0,0
2018/2019,OK,Lacrosse,0,0,0,0
2018/2019,OK,Martial Arts,0,0,0,0
2018/2019,OK,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,OK,Mt. Biking,0,0,0,0
2018/2019,OK,Native Youth Olympics,0,0,0,0
2018/2019,OK,Riflery,0,0,0,0
2018/2019,OK,Rock Climbing,0,0,0,0
2018/2019,OK,Rodeo,0,0,0,0
2018/2019,OK,Roller Hockey,0,0,0,0
2018/2019,OK,Rugby,0,0,0,0
2018/2019,OK,Rythmic Gymnastics,0,0,0,0
2018/2019,OK,Sailing,0,0,0,0
2018/2019,OK,Sand Volleyball,0,0,0,0
2018/2019,OK,Skiing -- Alpine,0,0,0,0
2018/2019,OK,Skiing -- Cross Country,0,0,0,0
2018/2019,OK,Snowboarding,0,0,0,0
2018/2019,OK,Soccer,126,130,3845,3414
2018/2019,OK,Softball -- Fast Pitch,0,405,0,6499
2018/2019,OK,Softball -- Slow Pitch,0,287,0,4259
2018/2019,OK,Soft Tennis,0,0,0,0
2018/2019,OK,Squash,0,0,0,0
2018/2019,OK,Surfing,0,0,0,0
2018/2019,OK,Swimming & Diving,61,63,595,733
2018/2019,OK,Synchronized Swimming,0,0,0,0
2018/2019,OK,Team Tennis,0,0,0,0
2018/2019,OK,Tennis,107,108,1255,1341
2018/2019,OK,Track and Field -- Indoor,0,0,0,0
2018/2019,OK,Track and Field -- Outdoor,430,431,6728,5571
2018/2019,OK,Trap Shooting,0,0,0,0
2018/2019,OK,Ultimate Frisbee,0,0,0,0
2018/2019,OK,Unified Flag Football,0,0,0,0
2018/2019,OK,Unified Track and Field -- Outdoor,0,0,0,0
2018/2019,OK,Volleyball,0,126,0,3152
2018/2019,OK,Water Polo,0,0,0,0
2018/2019,OK,Weight Lifting,0,0,0,0
2018/2019,OK,Wrestling,150,59,3844,98
2018/2019,OR,Adapted Basketball,0,0,0,0
2018/2019,OR,Adapted Bocce - Indoor,0,0,0,0
2018/2019,OR,Adapted Bowling,0,0,0,0
2018/2019,OR,Adapted Floor Hockey,0,0,0,0
2018/2019,OR,Adapted Football,0,0,0,0
2018/2019,OR,Adapted Soccer,0,0,0,0
2018/2019,OR,Adapted Softball,0,0,0,0
2018/2019,OR,Adapted Track,0,0,0,0
2018/2019,OR,Adapted Volleyball,0,0,0,0
2018/2019,OR,Adaptive Corn Toss,0,0,0,0
2018/2019,OR,Adaptive Golf,0,0,0,0
2018/2019,OR,Adaptive Handball,0,0,0,0
2018/2019,OR,Adaptive Strength Training,0,0,0,0
2018/2019,OR,Adaptive Tennis,0,0,0,0
2018/2019,OR,Air Riflery,0,0,0,0
2018/2019,OR,Archery,0,0,0,0
2018/2019,OR,Badminton,0,0,0,0
2018/2019,OR,Baseball,224,0,5490,9
2018/2019,OR,Basketball,288,286,7620,5824
2018/2019,OR,Bass Fishing,0,0,0,0
2018/2019,OR,Beach Volleyball,0,0,0,0
2018/2019,OR,Bocce - Outdoor,0,0,0,0
2018/2019,OR,Bowling,0,0,0,0
2018/2019,OR,Canoe Paddling,0,0,0,0
2018/2019,OR,Competitive Spirit* (Boys who cheer/Girls who cheer),0,142,258,2402
2018/2019,OR,Crew,0,0,0,0
2018/2019,OR,Cross Country,226,222,4076,2569
2018/2019,OR,Cycling,0,0,0,0
2018/2019,OR,Dance,0,0,0,0
2018/2019,OR,Dance/Drill,0,71,119,1244
2018/2019,OR,"Dance Team, High Kick",0,0,0,0
2018/2019,OR,"Dance Team, Jazz",0,0,0,0
2018/2019,OR,Decathlon,0,0,0,0
2018/2019,OR,Drill Team,0,0,0,0
2018/2019,OR,Equestrian,0,0,0,0
2018/2019,OR,Fencing,0,0,0,0
2018/2019,OR,Field Hockey,0,0,0,0
2018/2019,OR,Figure Skating,0,0,0,0
2018/2019,OR,Flag Football,0,0,0,0
2018/2019,OR,Football -- 11-Player,196,0,11140,59
2018/2019,OR,Football -- 6-player,15,0,166,1
2018/2019,OR,Football -- 8-player,40,0,740,4
2018/2019,OR,Football -- 9-player,0,0,0,0
2018/2019,OR,Golf,162,146,1464,970
2018/2019,OR,Gymnastics,0,0,0,0
2018/2019,OR,Heptathlon,0,0,0,0
2018/2019,OR,Ice Hockey,0,0,0,0
2018/2019,OR,Judo,0,0,0,0
2018/2019,OR,Kayaking,0,0,0,0
2018/2019,OR,Lacrosse,0,0,0,0
2018/2019,OR,Martial Arts,0,0,0,0
2018/2019,OR,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,OR,Mt. Biking,0,0,0,0
2018/2019,OR,Native Youth Olympics,0,0,0,0
2018/2019,OR,Riflery,0,0,0,0
2018/2019,OR,Rock Climbing,0,0,0,0
2018/2019,OR,Rodeo,0,0,0,0
2018/2019,OR,Roller Hockey,0,0,0,0
2018/2019,OR,Rugby,0,0,0,0
2018/2019,OR,Rythmic Gymnastics,0,0,0,0
2018/2019,OR,Sailing,0,0,0,0
2018/2019,OR,Sand Volleyball,0,0,0,0
2018/2019,OR,Skiing -- Alpine,0,0,0,0
2018/2019,OR,Skiing -- Cross Country,0,0,0,0
2018/2019,OR,Snowboarding,0,0,0,0
2018/2019,OR,Soccer,186,161,6595,5397
2018/2019,OR,Softball -- Fast Pitch,0,209,0,4395
2018/2019,OR,Softball -- Slow Pitch,0,0,0,0
2018/2019,OR,Soft Tennis,0,0,0,0
2018/2019,OR,Squash,0,0,0,0
2018/2019,OR,Surfing,0,0,0,0
2018/2019,OR,Swimming & Diving,124,126,2004,2790
2018/2019,OR,Synchronized Swimming,0,0,0,0
2018/2019,OR,Team Tennis,0,0,0,0
2018/2019,OR,Tennis,120,127,2247,3079
2018/2019,OR,Track and Field -- Indoor,0,0,0,0
2018/2019,OR,Track and Field -- Outdoor,270,273,9359,7047
2018/2019,OR,Trap Shooting,0,0,0,0
2018/2019,OR,Ultimate Frisbee,0,0,0,0
2018/2019,OR,Unified Basketball,0,0,0,0
2018/2019,OR,Unified Flag Football,0,0,0,0
2018/2019,OR,Unified Track and Field -- Outdoor,0,0,0,0
2018/2019,OR,Volleyball,0,279,0,7087
2018/2019,OR,Water Polo,0,0,0,0
2018/2019,OR,Weight Lifting,0,0,0,0
2018/2019,OR,Wrestling,194,140,4481,597
2018/2019,PA,Adapted Basketball,0,0,0,0
2018/2019,PA,Adapted Bocce - Indoor,0,0,0,0
2018/2019,PA,Adapted Bowling,0,0,0,0
2018/2019,PA,Adapted Floor Hockey,0,0,0,0
2018/2019,PA,Adapted Soccer,0,0,0,0
2018/2019,PA,Adapted Softball,0,0,0,0
2018/2019,PA,Adapted Track,0,0,0,0
2018/2019,PA,Adapted Volleyball,0,0,0,0
2018/2019,PA,Adaptive Corn Toss,0,0,0,0
2018/2019,PA,Adaptive Golf,0,0,0,0
2018/2019,PA,Adaptive Handball,0,0,0,0
2018/2019,PA,Adaptive Strength Training,0,0,0,0
2018/2019,PA,Adaptive Tennis,0,0,0,0
2018/2019,PA,Air Riflery,0,0,0,0
2018/2019,PA,Archery,0,0,0,0
2018/2019,PA,Badminton,0,0,0,0
2018/2019,PA,Baseball,657,0,21024,0
2018/2019,PA,Basketball,719,698,21570,20940
2018/2019,PA,Bass Fishing,0,0,0,0
2018/2019,PA,Beach Volleyball,0,0,0,0
2018/2019,PA,Bocce - Outdoor,0,0,0,0
2018/2019,PA,Bowling,147,137,1470,1370
2018/2019,PA,Canoe Paddling,0,0,0,0
